strategy,taskType,bandwidth,seqLen,ttftMs,tpotMs,e2eLatencyMs,kvTransferTimeMs,compressionRatio,qualityScore,bandwidthSavingPct,ttftReductionPct
QCBM,math,High-100Gbps,4096,513.29,11.50,1136.79,53.69,0.3125,0.7148,68.8,18.7
None,math,High-100Gbps,8192,1212.80,11.50,2451.30,343.60,1.0000,1.0000,0.0,0.0
Uniform,math,High-100Gbps,8192,1212.80,11.50,2451.30,343.60,1.0000,1.0000,0.0,0.0
PD-Aware,math,High-100Gbps,8192,1077.52,11.50,2316.02,208.32,0.6063,0.8151,39.4,11.2
Task-Aware,math,High-100Gbps,8192,1089.31,11.50,2327.81,220.11,0.6406,0.8315,35.9,10.2
PD-Task-Aware,math,High-100Gbps,8192,1095.60,11.50,2334.10,226.40,0.6589,0.8211,34.1,9.7
QCBM,math,High-100Gbps,8192,976.57,11.50,2215.07,107.37,0.3125,0.7148,68.8,19.5
None,code,Low-1Gbps,1024,4447.37,11.50,4610.37,4294.97,1.0000,1.0000,0.0,0.0
Uniform,code,Low-1Gbps,1024,4447.37,11.50,4610.37,4294.97,1.0000,1.0000,0.0,0.0
PD-Aware,code,Low-1Gbps,1024,2756.44,11.50,2919.44,2604.04,0.6063,0.9979,39.4,38.0
Task-Aware,code,Low-1Gbps,1024,2388.79,11.50,2551.79,2236.39,0.5207,0.9947,47.9,46.3
PD-Task-Aware,code,Low-1Gbps,1024,2721.65,11.50,2884.65,2569.25,0.5982,0.9970,40.2,38.8
QCBM,code,Low-1Gbps,1024,1287.13,11.50,1450.13,1134.73,0.2642,0.9892,73.6,71.1
None,code,Low-1Gbps,4096,17639.47,11.50,18262.97,17179.87,1.0000,1.0000,0.0,0.0
Uniform,code,Low-1Gbps,4096,17639.47,11.50,18262.97,17179.87,1.0000,1.0000,0.0,0.0
PD-Aware,code,Low-1Gbps,4096,10875.75,11.50,11499.25,10416.15,0.6063,0.9979,39.4,38.3
Task-Aware,code,Low-1Gbps,4096,9405.16,11.50,10028.66,8945.56,0.5207,0.9947,47.9,46.7
PD-Task-Aware,code,Low-1Gbps,4096,10736.60,11.50,11360.10,10277.00,0.5982,0.9970,40.2,39.1
QCBM,code,Low-1Gbps,4096,4998.52,11.50,5622.02,4538.92,0.2642,0.9892,73.6,71.7
None,code,Low-1Gbps,8192,35228.94,11.50,36467.44,34359.74,1.0000,1.0000,0.0,0.0
Uniform,code,Low-1Gbps,8192,35228.94,11.50,36467.44,34359.74,1.0000,1.0000,0.0,0.0
PD-Aware,code,Low-1Gbps,8192,21701.51,11.50,22940.01,20832.31,0.6063,0.9979,39.4,38.4
Task-Aware,code,Low-1Gbps,8192,18760.32,11.50,19998.82,17891.12,0.5207,0.9947,47.9,46.8
PD-Task-Aware,code,Low-1Gbps,8192,21423.20,11.50,22661.70,20554.00,0.5982,0.9970,40.2,39.2
QCBM,code,Low-1Gbps,8192,9947.04,11.50,11185.54,9077.84,0.2642,0.9892,73.6,71.8
None,code,Mid-10Gbps,1024,581.90,11.50,744.90,429.50,1.0000,1.0000,0.0,0.0
Uniform,code,Mid-10Gbps,1024,581.90,11.50,744.90,429.50,1.0000,1.0000,0.0,0.0
PD-Aware,code,Mid-10Gbps,1024,412.80,11.50,575.80,260.40,0.6063,0.9979,39.4,29.1
Task-Aware,code,Mid-10Gbps,1024,376.04,11.50,539.04,223.64,0.5207,0.9947,47.9,35.4
PD-Task-Aware,code,Mid-10Gbps,1024,409.32,11.50,572.32,256.92,0.5982,0.9970,40.2,29.7
QCBM,code,Mid-10Gbps,1024,265.87,11.50,428.87,113.47,0.2642,0.9892,73.6,54.3
None,code,Mid-10Gbps,4096,2177.59,11.50,2801.09,1717.99,1.0000,1.0000,0.0,0.0
Uniform,code,Mid-10Gbps,4096,2177.59,11.50,2801.09,1717.99,1.0000,1.0000,0.0,0.0
PD-Aware,code,Mid-10Gbps,4096,1501.22,11.50,2124.72,1041.62,0.6063,0.9979,39.4,31.1
Task-Aware,code,Mid-10Gbps,4096,1354.16,11.50,1977.66,894.56,0.5207,0.9947,47.9,37.8
PD-Task-Aware,code,Mid-10Gbps,4096,1487.30,11.50,2110.80,1027.70,0.5982,0.9970,40.2,31.7
QCBM,code,Mid-10Gbps,4096,913.49,11.50,1536.99,453.89,0.2642,0.9892,73.6,58.0
None,code,Mid-10Gbps,8192,4305.17,11.50,5543.67,3435.97,1.0000,1.0000,0.0,0.0
Uniform,code,Mid-10Gbps,8192,4305.17,11.50,5543.67,3435.97,1.0000,1.0000,0.0,0.0
PD-Aware,code,Mid-10Gbps,8192,2952.43,11.50,4190.93,2083.23,0.6063,0.9979,39.4,31.4
Task-Aware,code,Mid-10Gbps,8192,2658.31,11.50,3896.81,1789.11,0.5207,0.9947,47.9,38.3
PD-Task-Aware,code,Mid-10Gbps,8192,2924.60,11.50,4163.10,2055.40,0.5982,0.9970,40.2,32.1
QCBM,code,Mid-10Gbps,8192,1776.98,11.50,3015.48,907.78,0.2642,0.9892,73.6,58.7
None,code,High-100Gbps,1024,195.35,11.50,358.35,42.95,1.0000,1.0000,0.0,0.0
Uniform,code,High-100Gbps,1024,195.35,11.50,358.35,42.95,1.0000,1.0000,0.0,0.0
PD-Aware,code,High-100Gbps,1024,178.44,11.50,341.44,26.04,0.6063,0.9979,39.4,8.7
Task-Aware,code,High-100Gbps,1024,174.76,11.50,337.76,22.36,0.5207,0.9947,47.9,10.5
PD-Task-Aware,code,High-100Gbps,1024,178.09,11.50,341.09,25.69,0.5982,0.9970,40.2,8.8
QCBM,code,High-100Gbps,1024,163.75,11.50,326.75,11.35,0.2642,0.9892,73.6,16.2
None,code,High-100Gbps,4096,631.40,11.50,1254.90,171.80,1.0000,1.0000,0.0,0.0
Uniform,code,High-100Gbps,4096,631.40,11.50,1254.90,171.80,1.0000,1.0000,0.0,0.0
PD-Aware,code,High-100Gbps,4096,563.76,11.50,1187.26,104.16,0.6063,0.9979,39.4,10.7
Task-Aware,code,High-100Gbps,4096,549.06,11.50,1172.56,89.46,0.5207,0.9947,47.9,13.0
PD-Task-Aware,code,High-100Gbps,4096,562.37,11.50,1185.87,102.77,0.5982,0.9970,40.2,10.9
QCBM,code,High-100Gbps,4096,504.99,11.50,1128.49,45.39,0.2642,0.9892,73.6,20.0
None,code,High-100Gbps,8192,1212.80,11.50,2451.30,343.60,1.0000,1.0000,0.0,0.0
Uniform,code,High-100Gbps,8192,1212.80,11.50,2451.30,343.60,1.0000,1.0000,0.0,0.0
PD-Aware,code,High-100Gbps,8192,1077.52,11.50,2316.02,208.32,0.6063,0.9979,39.4,11.2
Task-Aware,code,High-100Gbps,8192,1048.11,11.50,2286.61,178.91,0.5207,0.9947,47.9,13.6
PD-Task-Aware,code,High-100Gbps,8192,1074.74,11.50,2313.24,205.54,0.5982,0.9970,40.2,11.4
QCBM,code,High-100Gbps,8192,959.98,11.50,2198.48,90.78,0.2642,0.9892,73.6,20.9
None,qa,Low-1Gbps,1024,4447.37,11.50,4610.37,4294.97,1.0000,1.0000,0.0,0.0
Uniform,qa,Low-1Gbps,1024,4447.37,11.50,4610.37,4294.97,1.0000,1.0000,0.0,0.0
PD-Aware,qa,Low-1Gbps,1024,2756.44,11.50,2919.44,2604.04,0.6063,0.8966,39.4,38.0
Task-Aware,qa,Low-1Gbps,1024,2890.44,11.50,3053.44,2738.04,0.6375,0.9011,36.3,35.0
PD-Task-Aware,qa,Low-1Gbps,1024,2850.50,11.50,3013.50,2698.10,0.6282,0.8916,37.2,35.9
QCBM,qa,Low-1Gbps,1024,1556.85,11.50,1719.85,1404.45,0.3270,0.8611,67.3,65.0
None,qa,Low-1Gbps,4096,17639.47,11.50,18262.97,17179.87,1.0000,1.0000,0.0,0.0
Uniform,qa,Low-1Gbps,4096,17639.47,11.50,18262.97,17179.87,1.0000,1.0000,0.0,0.0
PD-Aware,qa,Low-1Gbps,4096,10875.75,11.50,11499.25,10416.15,0.6063,0.8966,39.4,38.3
Task-Aware,qa,Low-1Gbps,4096,11411.77,11.50,12035.27,10952.17,0.6375,0.9011,36.3,35.3
PD-Task-Aware,qa,Low-1Gbps,4096,11251.99,11.50,11875.49,10792.39,0.6282,0.8916,37.2,36.2
QCBM,qa,Low-1Gbps,4096,6077.42,11.50,6700.92,5617.82,0.3270,0.8611,67.3,65.5
None,qa,Low-1Gbps,8192,35228.94,11.50,36467.44,34359.74,1.0000,1.0000,0.0,0.0
Uniform,qa,Low-1Gbps,8192,35228.94,11.50,36467.44,34359.74,1.0000,1.0000,0.0,0.0
PD-Aware,qa,Low-1Gbps,8192,21701.51,11.50,22940.01,20832.31,0.6063,0.8966,39.4,38.4
Task-Aware,qa,Low-1Gbps,8192,22773.53,11.50,24012.03,21904.33,0.6375,0.9011,36.3,35.4
PD-Task-Aware,qa,Low-1Gbps,8192,22453.99,11.50,23692.49,21584.79,0.6282,0.8916,37.2,36.3
QCBM,qa,Low-1Gbps,8192,12104.83,11.50,13343.33,11235.63,0.3270,0.8611,67.3,65.6
None,qa,Mid-10Gbps,1024,581.90,11.50,744.90,429.50,1.0000,1.0000,0.0,0.0
Uniform,qa,Mid-10Gbps,1024,581.90,11.50,744.90,429.50,1.0000,1.0000,0.0,0.0
PD-Aware,qa,Mid-10Gbps,1024,412.80,11.50,575.80,260.40,0.6063,0.8966,39.4,29.1
Task-Aware,qa,Mid-10Gbps,1024,426.20,11.50,589.20,273.80,0.6375,0.9011,36.3,26.8
PD-Task-Aware,qa,Mid-10Gbps,1024,422.21,11.50,585.21,269.81,0.6282,0.8916,37.2,27.4
QCBM,qa,Mid-10Gbps,1024,292.85,11.50,455.85,140.45,0.3270,0.8611,67.3,49.7
None,qa,Mid-10Gbps,4096,2177.59,11.50,2801.09,1717.99,1.0000,1.0000,0.0,0.0
Uniform,qa,Mid-10Gbps,4096,2177.59,11.50,2801.09,1717.99,1.0000,1.0000,0.0,0.0
PD-Aware,qa,Mid-10Gbps,4096,1501.22,11.50,2124.72,1041.62,0.6063,0.8966,39.4,31.1
Task-Aware,qa,Mid-10Gbps,4096,1554.82,11.50,2178.32,1095.22,0.6375,0.9011,36.3,28.6
PD-Task-Aware,qa,Mid-10Gbps,4096,1538.84,11.50,2162.34,1079.24,0.6282,0.8916,37.2,29.3
QCBM,qa,Mid-10Gbps,4096,1021.38,11.50,1644.88,561.78,0.3270,0.8611,67.3,53.1
None,qa,Mid-10Gbps,8192,4305.17,11.50,5543.67,3435.97,1.0000,1.0000,0.0,0.0
Uniform,qa,Mid-10Gbps,8192,4305.17,11.50,5543.67,3435.97,1.0000,1.0000,0.0,0.0
PD-Aware,qa,Mid-10Gbps,8192,2952.43,11.50,4190.93,2083.23,0.6063,0.8966,39.4,31.4
Task-Aware,qa,Mid-10Gbps,8192,3059.63,11.50,4298.13,2190.43,0.6375,0.9011,36.3,28.9
PD-Task-Aware,qa,Mid-10Gbps,8192,3027.68,11.50,4266.18,2158.48,0.6282,0.8916,37.2,29.7
QCBM,qa,Mid-10Gbps,8192,1992.76,11.50,3231.26,1123.56,0.3270,0.8611,67.3,53.7
None,qa,High-100Gbps,1024,195.35,11.50,358.35,42.95,1.0000,1.0000,0.0,0.0
Uniform,qa,High-100Gbps,1024,195.35,11.50,358.35,42.95,1.0000,1.0000,0.0,0.0
PD-Aware,qa,High-100Gbps,1024,178.44,11.50,341.44,26.04,0.6063,0.8966,39.4,8.7
Task-Aware,qa,High-100Gbps,1024,179.78,11.50,342.78,27.38,0.6375,0.9011,36.3,8.0
PD-Task-Aware,qa,High-100Gbps,1024,179.38,11.50,342.38,26.98,0.6282,0.8916,37.2,8.2
QCBM,qa,High-100Gbps,1024,166.44,11.50,329.44,14.04,0.3270,0.8611,67.3,14.8
None,qa,High-100Gbps,4096,631.40,11.50,1254.90,171.80,1.0000,1.0000,0.0,0.0
Uniform,qa,High-100Gbps,4096,631.40,11.50,1254.90,171.80,1.0000,1.0000,0.0,0.0
PD-Aware,qa,High-100Gbps,4096,563.76,11.50,1187.26,104.16,0.6063,0.8966,39.4,10.7
Task-Aware,qa,High-100Gbps,4096,569.12,11.50,1192.62,109.52,0.6375,0.9011,36.3,9.9
PD-Task-Aware,qa,High-100Gbps,4096,567.52,11.50,1191.02,107.92,0.6282,0.8916,37.2,10.1
QCBM,qa,High-100Gbps,4096,515.78,11.50,1139.28,56.18,0.3270,0.8611,67.3,18.3
None,qa,High-100Gbps,8192,1212.80,11.50,2451.30,343.60,1.0000,1.0000,0.0,0.0
Uniform,qa,High-100Gbps,8192,1212.80,11.50,2451.30,343.60,1.0000,1.0000,0.0,0.0
PD-Aware,qa,High-100Gbps,8192,1077.52,11.50,2316.02,208.32,0.6063,0.8966,39.4,11.2
Task-Aware,qa,High-100Gbps,8192,1088.24,11.50,2326.74,219.04,0.6375,0.9011,36.3,10.3
PD-Task-Aware,qa,High-100Gbps,8192,1085.05,11.50,2323.55,215.85,0.6282,0.8916,37.2,10.5
QCBM,qa,High-100Gbps,8192,981.56,11.50,2220.06,112.36,0.3270,0.8611,67.3,19.1
None,conversation,Low-1Gbps,1024,4447.37,11.50,4610.37,4294.97,1.0000,1.0000,0.0,0.0
Uniform,conversation,Low-1Gbps,1024,4447.37,11.50,4610.37,4294.97,1.0000,1.0000,0.0,0.0
PD-Aware,conversation,Low-1Gbps,1024,2756.44,11.50,2919.44,2604.04,0.6063,0.9254,39.4,38.0
Task-Aware,conversation,Low-1Gbps,1024,2756.44,11.50,2919.44,2604.04,0.6063,0.9337,39.4,38.0
PD-Task-Aware,conversation,Low-1Gbps,1024,2730.24,11.50,2893.24,2577.84,0.6002,0.9219,40.0,38.6
QCBM,conversation,Low-1Gbps,1024,1391.07,11.50,1554.07,1238.67,0.2884,0.8936,71.2,68.7
None,conversation,Low-1Gbps,4096,17639.47,11.50,18262.97,17179.87,1.0000,1.0000,0.0,0.0
Uniform,conversation,Low-1Gbps,4096,17639.47,11.50,18262.97,17179.87,1.0000,1.0000,0.0,0.0
PD-Aware,conversation,Low-1Gbps,4096,10875.75,11.50,11499.25,10416.15,0.6063,0.9254,39.4,38.3
Task-Aware,conversation,Low-1Gbps,4096,10875.75,11.50,11499.25,10416.15,0.6063,0.9337,39.4,38.3
PD-Task-Aware,conversation,Low-1Gbps,4096,10770.96,11.50,11394.46,10311.36,0.6002,0.9219,40.0,38.9
QCBM,conversation,Low-1Gbps,4096,5414.27,11.50,6037.77,4954.67,0.2884,0.8936,71.2,69.3
None,conversation,Low-1Gbps,8192,35228.94,11.50,36467.44,34359.74,1.0000,1.0000,0.0,0.0
Uniform,conversation,Low-1Gbps,8192,35228.94,11.50,36467.44,34359.74,1.0000,1.0000,0.0,0.0
PD-Aware,conversation,Low-1Gbps,8192,21701.51,11.50,22940.01,20832.31,0.6063,0.9254,39.4,38.4
Task-Aware,conversation,Low-1Gbps,8192,21701.51,11.50,22940.01,20832.31,0.6063,0.9337,39.4,38.4
PD-Task-Aware,conversation,Low-1Gbps,8192,21491.92,11.50,22730.42,20622.72,0.6002,0.9219,40.0,39.0
QCBM,conversation,Low-1Gbps,8192,10778.55,11.50,12017.05,9909.35,0.2884,0.8936,71.2,69.4
None,conversation,Mid-10Gbps,1024,581.90,11.50,744.90,429.50,1.0000,1.0000,0.0,0.0
Uniform,conversation,Mid-10Gbps,1024,581.90,11.50,744.90,429.50,1.0000,1.0000,0.0,0.0
PD-Aware,conversation,Mid-10Gbps,1024,412.80,11.50,575.80,260.40,0.6063,0.9254,39.4,29.1
Task-Aware,conversation,Mid-10Gbps,1024,412.80,11.50,575.80,260.40,0.6063,0.9337,39.4,29.1
PD-Task-Aware,conversation,Mid-10Gbps,1024,410.18,11.50,573.18,257.78,0.6002,0.9219,40.0,29.5
QCBM,conversation,Mid-10Gbps,1024,276.27,11.50,439.27,123.87,0.2884,0.8936,71.2,52.5
None,conversation,Mid-10Gbps,4096,2177.59,11.50,2801.09,1717.99,1.0000,1.0000,0.0,0.0
Uniform,conversation,Mid-10Gbps,4096,2177.59,11.50,2801.09,1717.99,1.0000,1.0000,0.0,0.0
PD-Aware,conversation,Mid-10Gbps,4096,1501.22,11.50,2124.72,1041.62,0.6063,0.9254,39.4,31.1
Task-Aware,conversation,Mid-10Gbps,4096,1501.22,11.50,2124.72,1041.62,0.6063,0.9337,39.4,31.1
PD-Task-Aware,conversation,Mid-10Gbps,4096,1490.74,11.50,2114.24,1031.14,0.6002,0.9219,40.0,31.5
QCBM,conversation,Mid-10Gbps,4096,955.07,11.50,1578.57,495.47,0.2884,0.8936,71.2,56.1
None,conversation,Mid-10Gbps,8192,4305.17,11.50,5543.67,3435.97,1.0000,1.0000,0.0,0.0
Uniform,conversation,Mid-10Gbps,8192,4305.17,11.50,5543.67,3435.97,1.0000,1.0000,0.0,0.0
PD-Aware,conversation,Mid-10Gbps,8192,2952.43,11.50,4190.93,2083.23,0.6063,0.9254,39.4,31.4
Task-Aware,conversation,Mid-10Gbps,8192,2952.43,11.50,4190.93,2083.23,0.6063,0.9337,39.4,31.4
PD-Task-Aware,conversation,Mid-10Gbps,8192,2931.47,11.50,4169.97,2062.27,0.6002,0.9219,40.0,31.9
QCBM,conversation,Mid-10Gbps,8192,1860.13,11.50,3098.63,990.93,0.2884,0.8936,71.2,56.8
None,conversation,High-100Gbps,1024,195.35,11.50,358.35,42.95,1.0000,1.0000,0.0,0.0
Uniform,conversation,High-100Gbps,1024,195.35,11.50,358.35,42.95,1.0000,1.0000,0.0,0.0
PD-Aware,conversation,High-100Gbps,1024,178.44,11.50,341.44,26.04,0.6063,0.9254,39.4,8.7
Task-Aware,conversation,High-100Gbps,1024,178.44,11.50,341.44,26.04,0.6063,0.9337,39.4,8.7
PD-Task-Aware,conversation,High-100Gbps,1024,178.18,11.50,341.18,25.78,0.6002,0.9219,40.0,8.8
QCBM,conversation,High-100Gbps,1024,164.79,11.50,327.79,12.39,0.2884,0.8936,71.2,15.7
None,conversation,High-100Gbps,4096,631.40,11.50,1254.90,171.80,1.0000,1.0000,0.0,0.0
Uniform,conversation,High-100Gbps,4096,631.40,11.50,1254.90,171.80,1.0000,1.0000,0.0,0.0
PD-Aware,conversation,High-100Gbps,4096,563.76,11.50,1187.26,104.16,0.6063,0.9254,39.4,10.7
Task-Aware,conversation,High-100Gbps,4096,563.76,11.50,1187.26,104.16,0.6063,0.9337,39.4,10.7
PD-Task-Aware,conversation,High-100Gbps,4096,562.71,11.50,1186.21,103.11,0.6002,0.9219,40.0,10.9
QCBM,conversation,High-100Gbps,4096,509.15,11.50,1132.65,49.55,0.2884,0.8936,71.2,19.4
None,conversation,High-100Gbps,8192,1212.80,11.50,2451.30,343.60,1.0000,1.0000,0.0,0.0
Uniform,conversation,High-100Gbps,8192,1212.80,11.50,2451.30,343.60,1.0000,1.0000,0.0,0.0
PD-Aware,conversation,High-100Gbps,8192,1077.52,11.50,2316.02,208.32,0.6063,0.9254,39.4,11.2
Task-Aware,conversation,High-100Gbps,8192,1077.52,11.50,2316.02,208.32,0.6063,0.9337,39.4,11.2
PD-Task-Aware,conversation,High-100Gbps,8192,1075.43,11.50,2313.93,206.23,0.6002,0.9219,40.0,11.3
QCBM,conversation,High-100Gbps,8192,968.29,11.50,2206.79,99.09,0.2884,0.8936,71.2,20.2
